temp,op,popstab_neg_to_neu,popstab_neu_to_neg,defect_influence_arsenic,defect_influence_vacancy,runtime
82.05,0.13,0.083407,0.0244535,2.50888,6.53188,4.72465
61.48,0.19,0.083407,0.0244535,1.92118,6.913,4.4573
24.21,0.24,0.0979658,0.024081,2.42863,4.224,4.98047
42.53,0.21,0.0930535,0.00706879,2.55799,8.49532,4.86725
0.14,0.26,0.104202,0.0239068,10.5007,18.243,5.95056
32.55,0.02,0.107401,0.00811398,3.11962,9.49964,4.34284
62.93,0.19,0.0834848,0.0246294,1.92,6.913,4.46291
82.05,0.03,0.083407,0.0244535,7.33631,14.9119,4.41372
84.64,0.1,0.0771117,0.0132823,4.25876,5.05073,4.56478
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.50258
39.78,0.14,0.0979658,0.024081,2.4588,8.49532,4.78957
42.57,0.07,0.0930535,0.00706879,2.55799,8.49532,4.27238
42.76,0.26,0.0834639,0.022161,2.0679,4.34446,4.64871
19.48,0.24,0.0979658,0.024081,2.99914,4.34552,5.01698
38.64,0.17,0.0979658,0.024081,3.84659,3.84659,4.58972
26.29,0.12,0.0684773,0.0185265,3.54031,5.05073,4.69729
42.57,0.07,0.0930535,0.00706879,2.55799,8.49532,4.5664
5.4,0.32,0.104202,0.0239068,4.29325,7.62641,6.59067
2.6,0.36,0.0980227,0.0225867,5.53813,8.98921,6.54118
71.99,0.18,0.0930535,0.00706879,2.86555,3.78196,4.23233
42.57,0.07,0.0930535,0.00706879,2.55799,8.49532,4.33145
56.71,0.27,0.0834639,0.022161,1.92,4.36667,4.54721
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.4971
64.54,0.25,0.0980227,0.0225867,2.17223,3.46332,4.48553
81.38,0.17,0.070759,0.0224169,1.92,8.83487,4.38975
55.35,0.18,0.083407,0.0244535,2.16158,6.913,4.55311
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.71257
51.63,0.13,0.0930535,0.00706879,2.55799,6.92266,4.42084
54.27,0.26,0.093121,0.021222,2.01941,3.78196,4.48564
32.55,0.02,0.107401,0.00811398,3.16655,9.49964,4.38244
42.57,0.07,0.0930535,0.00706879,2.55799,8.49532,4.4032
44.15,0.23,0.110142,0.0171992,2.17223,3.54031,4.6013
38.46,0.16,0.0834639,0.022161,3.16655,4.42277,4.73458
71.69,0.1,0.0684773,0.0133682,8.832,13.609,4.67719
79.44,0.2,0.0899875,0.0118856,3.2285,3.84,4.41111
42.57,0.07,0.0930535,0.00706879,2.55799,8.49532,4.38297
59.38,0.21,0.0899875,0.0118856,2.79556,4.22454,4.57562
42.57,0.07,0.0930535,0.00706879,2.55799,8.49532,4.64992
74.37,0.22,0.0927842,0.0157445,2.89992,3.78196,4.54028
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.63084
8.64,0.35,0.104202,0.0239068,3.97907,6.41873,5.69781
54.32,0.23,0.0927842,0.0157445,4.22999,6.22373,4.70823
70.52,0.22,0.0954045,0.0158014,2.76906,3.78196,4.61075
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.5221
63.63,0.07,0.070759,0.0224169,2.89992,8.83487,4.49289
67.77,0.15,0.070759,0.0224169,2.0679,8.83487,4.45523
49.89,0.23,0.0954045,0.0158014,2.01941,3.78196,4.69696
42.57,0.07,0.0930535,0.00706879,2.55799,8.49532,4.32654
63.07,0.24,0.0930675,0.0242552,2.17223,3.8788,4.50974
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.61313
13.38,0.37,0.104202,0.0239068,3.2809,5.20041,5.63901
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.84128
68.88,0.19,0.0834848,0.0246294,1.92,6.913,4.93654
42.57,0.1,0.0924186,0.00666902,3.59583,5.84891,4.40023
82.33,0.17,0.0834848,0.0246294,2.16158,6.53188,4.75358
60.21,0.18,0.0834848,0.0246294,2.42863,6.913,4.66931
66.8,0.25,0.0970641,0.0238036,2.50888,3.78196,4.5147
70,0.09,0.0771117,0.0160759,3.16655,6.63685,4.48728
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.63971
37.96,0.25,0.0930675,0.0242552,2.42863,4.42277,4.87573
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.71457
37.92,0.15,0.0970641,0.0238036,3.84659,8.49532,4.9968
30.99,0.22,0.093121,0.021222,5.59194,7.56392,4.74205
32.55,0.02,0.107401,0.00811398,3.16655,9.49964,4.60174
74.34,0.18,0.0684203,0.00538824,3.8782,21.2418,4.5836
26.18,0.28,0.104202,0.0239068,2.6974,4.67156,5.14922
32.55,0.02,0.107401,0.00811398,3.11962,9.49964,4.82527
99.02,0.13,0.0930675,0.0185588,4.67156,3.78196,4.67715
42.73,0.26,0.0930675,0.0242552,2.17223,4.34446,4.52928
31.19,0.22,0.104202,0.0239068,2.65087,8.49532,4.99306
14.85,0.26,0.0980227,0.0225867,3.16655,5.40762,5.51492
54.54,0.25,0.0896618,0.0228768,2.42863,3.70937,4.61058
40.08,0.21,0.0896618,0.0228768,2.31496,8.45127,4.86358
136.28,0.15,0.0607398,0.000393303,8.01816,4.62397,3.82058
37.54,0.3,0.0980227,0.0225867,2.0679,3.70937,4.64876
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.6033
74.25,0.25,0.093121,0.021222,2.79556,3.78196,4.60481
119.95,0.15,0.070759,0.0224169,2.50888,8.70958,4.56421
49.64,0.28,0.0930675,0.0242552,1.92,4.13581,4.53973
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.54527
4.62,0.38,0.104202,0.0239068,4.64435,8.48093,6.70706
32.55,0.02,0.107401,0.00811398,3.2285,9.49964,4.49468
78.47,0.25,0.0834639,0.022161,2.01941,4.36667,4.78086
33.06,0.18,0.0896618,0.0228768,3.59583,4.1536,4.75395
42.57,0.07,0.0930535,0.00706879,2.55799,8.49532,4.33422
42.57,0.02,0.0930535,0.00706879,2.55799,8.75655,4.33137
30.42,0.25,0.0980227,0.0225867,2.0679,8.38669,4.87858
96.56,0.19,0.0684203,0.00394589,4.29325,3.84,4.39782
19.97,0.07,0.0990654,0.00311354,3.69069,5.38071,4.274
57.08,0.14,0.0771117,0.00748996,3.54031,4.13581,4.2964
45.56,0.09,0.0771117,0.0160759,3.16655,6.63685,4.45193
57.36,0.1,0.0771117,0.0132823,4.25876,5.05073,4.41555
76.24,0.18,0.0684203,0.00538824,3.8782,4.00908,4.33742
55.96,0.12,0.0930675,0.0185588,4.67156,4.29325,4.32848
82.11,0.25,0.0896618,0.0228768,2.4588,3.54031,4.3877
50.18,0.11,0.083407,0.0244535,2.50888,9.12758,4.76041
19.97,0.07,0.0990654,0.00311354,3.69069,5.38071,4.12244
74.7,0.12,0.083407,0.00585387,6.64414,7.90704,4.31629
52.09,0.19,0.0771117,0.0160759,2.42863,4.93303,4.48842
65.75,0.14,0.0771117,0.00748996,4.2825,5.1416,4.94164
6.47,0.29,0.0979658,0.024081,4.13581,7.68,5.55587
57.09,0.12,0.0771117,0.0132823,4.25876,4.92321,4.61681
0.46,0.1,0.104202,0.0239068,8.30719,15.8141,7.53536
132.12,0.12,0.083407,0.00585387,6.64414,7.90704,4.48508
96.56,0.16,0.0684203,0.00394589,4.29325,3.91605,4.31193
19.97,0.1,0.0990654,0.00232081,5.22296,4.4946,4.21493
2.33,0.09,0.0979658,0.024081,5.70857,11.3394,5.51303
75.98,0.11,0.0719572,0.0109054,3.84,5.81097,4.43334
5.42,0.41,0.104202,0.0239068,4.50637,6.41873,6.37614
33.95,0.09,0.0924186,0.0085187,3.39817,5.84891,4.76786
2.71,0.09,0.0979658,0.00714204,5.53813,10.5007,5.74582
42.57,0.1,0.0924186,0.00666902,3.59583,5.84891,4.42347
37.02,0.04,0.0923084,0.00572994,3.2285,6.55054,4.50808
