temp,op,popstab_neg_to_neu,popstab_neu_to_neg,defect_influence_arsenic,defect_influence_vacancy,runtime
275.51,0.25,0.127167,0.0150934,4.99707,4.87335,4.42817
13.75,0.12,0.114454,0.0228898,4.67156,6.60309,4.3186
30.59,0.05,0.126859,0.0229532,4.61349,5.2935,4.33952
30.59,0.25,0.125837,0.0225096,4.61349,4.87335,4.31625
59.87,0.25,0.127167,0.0223795,4.99707,4.87335,4.12037
30.59,0.25,0.124584,0.02301,4.67156,6.76135,4.42428
25.76,0.25,0.125837,0.0225096,4.61349,4.87335,4.37773
30.59,0.25,0.124584,0.02301,4.61349,4.87335,4.37298
28.32,0.06,0.123539,0.0227336,4.61349,4.87335,4.44117
21.9,0.01,0.119711,0.0231508,4.61349,4.87335,4.29475
21.9,0.24,0.119711,0.0231508,4.67156,6.76135,4.39842
20,0.2,0.115852,0.0231857,4.61349,4.87335,4.29288
30.59,0.25,0.125837,0.00988006,4.67156,6.76135,4.43807
20,0.23,0.115852,0.0231857,4.67156,6.76135,4.30255
30.59,0.25,0.126525,0.0226132,4.61349,4.87335,4.42891
25.62,0.2,0.125837,0.0225096,4.61349,4.87335,4.25539
30.59,0.25,0.125837,0.0225096,4.61349,5.2935,4.35329
28.32,0.01,0.123539,0.0227336,4.61349,5.20041,4.4393
30.59,0.01,0.126525,0.0226132,4.61349,4.87335,4.40343
24.22,0.12,0.125837,0.0225096,4.61349,4.87335,4.28248
275.51,0.24,0.127167,0.0223795,4.99707,4.87335,4.66621
23.88,0.05,0.126525,0.0226132,4.61349,4.87335,4.3133
30.59,0.25,0.126525,0.00617529,4.61349,4.87335,4.32341
28.32,0.2,0.123539,0.0227336,4.61349,4.87335,4.44318
19.59,0.2,0.120895,0.0220691,3.8782,6.41873,4.14129
19.59,0.21,0.120895,0.0220691,3.8782,6.41873,4.34696
19.59,0.11,0.120895,0.0220691,5.76399,6.41873,4.74789
400,0.01,0.0322677,0.0260991,7.29947,23.0176,5.26478
21.8,0.12,0.122662,0.0224643,3.8782,6.41873,4.0834
19.77,0.2,0.116847,0.021372,3.8782,6.41873,3.98542
