temp,op,popstab_neg_to_neu,popstab_neu_to_neg,defect_influence_arsenic,defect_influence_vacancy,runtime
24.97,0.04,0.103922,0.0230946,3.8782,6.60659,5.18746
24.97,0.05,0.103922,0.0230946,4.61349,6.19181,5.36305
29.12,0.08,0.103922,0.0230946,3.54031,19.8466,5.47226
0.81,0.05,0.0756442,0.0226843,7.41627,12.3965,7.01304
0.81,0.06,0.0756442,0.0226843,7.41627,12.3965,6.97004
27.76,0.11,0.0490688,0.00825985,4.18839,5.22296,4.53135
26.6,0.1,0.0490688,0.0148932,4.67156,9.21875,4.57518
26.6,0.11,0.0490688,0.00825985,4.67156,6.19181,4.33706
27.76,0.1,0.0490688,0.0148932,3.96631,9.21875,4.17984
81.16,0.13,0.0706144,0.0221594,6.21261,6.83693,4.01902
89.14,0.01,0.0706144,0.0221594,6.21261,9.21875,4.03537
0.81,0.04,0.0756442,0.0226843,7.41627,12.3965,6.91633
0.81,0.05,0.0756442,0.0226843,7.41627,12.3965,6.69171
0.81,0.06,0.0756442,0.0226843,7.41627,12.3965,6.63968
2.43,0.06,0.0628221,0.0225258,5.05073,9.44515,6.0377
2.43,0.04,0.0628221,0.0225258,5.05073,9.44515,5.92043
78.85,0.02,0.0832778,0.0217719,13.9218,8.12491,6.42423
78.94,0.03,0.0827304,0.0216158,7.1328,9.50739,4.25089
20.38,0.02,0.0949856,0.0230705,4.59798,18.7771,4.8971
32.77,0.03,0.0961251,0.0228223,5.81097,6.19181,4.50051
32.77,0.03,0.0961251,0.0228223,5.81097,6.25107,4.67167
78.85,0.08,0.0832778,0.0217719,13.9218,7.72785,6.39951
78.85,0.06,0.0832778,0.0217719,13.9218,7.72785,6.84914
78.94,0.03,0.0827304,0.0216158,7.1328,9.50739,4.48187
32.77,0.03,0.0961251,0.0228223,5.81097,6.19181,4.58852
0.81,0.04,0.0756442,0.0226843,7.41627,12.3965,7.10884
0.81,0.07,0.0756442,0.0226843,7.41627,12.3965,7.04316
0.81,0.05,0.0756442,0.0226843,7.41627,12.3965,7.0318
0.81,0.03,0.0564451,0.0223001,6.19181,12.5961,5.59755
2.43,0.04,0.0628221,0.0225258,5.05073,9.44515,6.39367
24.6,0.04,0.101634,0.0222287,4.42277,6.83693,4.60616
43.93,0.02,0.0768593,0.00929465,6.9333,7.65806,4.55773
27.76,0.21,0.0607398,0.00574695,3.91605,4.00908,4.64399
26.6,0.02,0.0789137,0.00965793,3.54095,9.65122,5.06533
24.6,0.02,0.101634,0.0222287,5.05528,6.83693,5.14837
27.76,0.07,0.0789137,0.00965793,3.16655,9.65122,4.97176
0.81,0.05,0.0756442,0.0226843,7.41627,12.3965,7.0206
27.76,0.08,0.0768593,0.00929465,2.42863,7.65806,4.76929
26.6,0.07,0.0768593,0.00929465,3.54095,7.65806,4.86853
27.76,0.13,0.0607398,0.000393303,8.01816,5.1416,3.48788
27.76,0.22,0.0607398,0.00919011,3.16655,4.00908,4.13949
123.2,0.07,0.0607398,0.000393303,8.01816,5.1416,3.10576
26.6,0.12,0.0607398,0.00919011,3.54095,4.85726,3.85415
26.6,0.11,0.0607398,0.00574695,3.91605,4.85726,3.80183
24.94,0.12,0.0724053,0.0207119,2.79556,5.22296,4.7447
24.94,0.17,0.0724053,0.0185265,2.99066,4.67156,4.43918
48.18,0.1,0.0724053,0.0114445,3.54031,6.08711,4.4525
0.11,0.02,0.0917442,0.0237099,10.9153,16.5897,4.95535
13.82,0.14,0.0917442,0.0183518,4.93303,6.83693,5.434
5.42,0.03,0.0944995,0.0229804,4.29325,7.24625,5.23707
29.12,0.13,0.0917442,0.00664758,4.67156,6.83693,5.1175
5.42,0.03,0.0944995,0.0229804,4.29325,7.24625,4.87146
52.78,0.05,0.0820643,0.0238841,4.4946,9.62301,4.70634
29.47,0.05,0.0944995,0.0229804,4.59798,14.8863,5.19808
52.78,0.06,0.0820643,0.0238841,4.4946,7.08061,4.64372
27.76,0.13,0.0917442,0.00664758,4.33915,5.38071,5.45615
33.39,0.11,0.0917442,0.00664758,3.91605,6.08711,4.7341
52.78,0.02,0.0820643,0.0238841,4.4946,10.697,4.99477
1.44,0.02,0.0819395,0.0228226,6.41873,10.4459,6.63692
0.18,0.08,0.0728414,0.0229969,9.81268,19.5014,6.64903
0.18,0.03,0.0728414,0.0229969,9.81268,19.5014,6.82557
27.76,0.08,0.0728414,0.0229969,4.33915,7.74393,5.26099
16.73,0.06,0.0905016,0.0224235,4.93303,13.8385,5.69232
19.77,0.02,0.0922662,0.0234739,3.4984,8.62933,5.26675
29.12,0.06,0.0728414,0.0229969,5.05073,11.9825,5.36169
71.8,0.03,0.0728414,0.0229969,4.71378,7.74393,4.57365
71.79,0.06,0.0728414,0.0229969,3.54031,7.74393,4.89035
19.77,0.02,0.0922662,0.0234739,3.4984,8.14247,5.24709
16.73,0.04,0.0905016,0.0224235,4.59798,13.8385,5.31594
19.8,0.03,0.0922662,0.0234739,3.46332,7.08061,4.85535
21.75,0.02,0.0897755,0.0237221,4.59798,9.788,4.75001
19.8,0.03,0.0922662,0.0234739,3.2285,7.08061,4.54301
33.14,0.05,0.0922662,0.0234739,3.54031,23.1039,4.40914
49.66,0.02,0.0819395,0.0228226,4.67156,8.62959,4.19334
33.14,0.02,0.0922662,0.0234739,4.67156,23.1039,4.02753
19.77,0.02,0.0922662,0.0234739,3.4984,8.14247,3.94135
49.66,0.05,0.0819395,0.0228226,3.54031,8.62959,3.82821
